	id	sent0	label
2714	3875	 Anu  fans like Ikka fans comment	unknown_state 
2715	3232	 Villan aayi Suresh Gopi venam aayirunnu	Mixed_feelings 
2716	6593	Freezernte  ullil trap avunnu climax raksha pedunnu atra thanne film	unknown_state
2717	5058	 Ennthayalum Raja oru van vijayamakatteya. Ikkayudey athiya 150 kodi chitharam	Positive 
2718	1553	 Super acter nammude lalettan Super hero nammude lalettan	Positive 
2719	5631	In 2 days 5 million views Adi makkale like Mammmootty Prayam koodunthorum Cheruppamagunna Logathile ore oru humannn	Positive
2720	737	 Laletttaaaa heavy padam industrial hit definite	Positive 
2721	771	 I'm waiting for the kunjali marikkar	not-malayalam 
2722	2974	 Aa thumb nail ile look nokkiyatte. Oru adaar mass block ulla rangam aanen urappayi	Positive 
2724	629	 E movie full kittaan valla vaziyum ndo...	unknown_state 
2725	1121	 Ikkante trailerlum polichu. lalettante trailer polichu.we vacation adipoliyayirikum.	Positive 
2726	3723	 Etinum valiya surprise enni njngallu kittan ella	Positive 
2727	197	 Deleep atta padam orappu maga hit	Positive 
2728	4373	 Ei padamonnu erangikkottay athenu mumbay ningalu thallallay	Negative 
2729	3937	 Annan fans plz support us	unknown_state 
2730	2861	 Onnum parayanilla mammukkakkum ee teaminte ellavarkkum All the best	Positive 
2732	2836	 Uyante mone.......!!!!!! Ith eeeeth lookkaa mammootty ....... Vere level.....	Positive 
2733	5526	Evideo oru Hollywood story varunnilleee. Oru DBT.	Positive
2734	1914	 Ethinu unlike adicha haters movie release akumbooo kandam vazi odan rediyayikkkooooooo....ettan fan....	Negative 
2735	4483	 Mass Marana Mass  Stephen Nedumballi yude rashtreeya thervazhchakku ini orazcha maathram katta waiting	Positive 
2736	1973	 Ikkayude kali mollywood kaanaan pokunnathe ullu. Maamangam	Positive 
2737	5244	 ikka masalla marana massa ikka fansullavar likadicholu	Positive 
2738	1563	 Sidhik sir. Great performance. Kalakki.	Mixed_feelings 
2739	5759	Minister raja il prathviraj nn include cheyu plzzzz	unknown_state
2740	3869	 android kunjapan review on movie slot media	not-malayalam 
2741	4478	 Prithviraj Sukumaran	Positive 
2743	538	 Dileepettante kudumba cinema kaathirikkunnavar please like	unknown_state 
2744	5981	Oru kidillan thriller movie ennu urappichu...  katta waiting Kalkki	Positive
2745	4015	 Ithu oru padamayirikum action orupadu vyethasetha ulla oru film ayirikum.....	Positive 
2746	4596	 hooo koritharipp romaanjam ulpullakam entammo adaar trailer	Positive 
2747	2682	 Njan padicha school. Alla lalettan padicha school	unknown_state 
2748	353	 Kidu trailer.  iniyulla Kali ikkayude pilleru nokkikolam triple strongode	Positive 
2749	6651	Kidu adar item !! From a kaataa laleetan fan	Positive
2750	2532	 Wow ejjathi item mammookaa. Ingalu puliylla puppuliyaa	Positive 
2751	1682	 Pazhassi raja pole oru mega hit aavatte	Positive 
2752	6004	Eethe tendikalada....  Dislike adikyan varunne.	Negative
2754	5951	Ikkayum pillarum strong aaa double strong alla triple strong ikka fans adi like nammude fans power kanichu kodukkanam	unknown_state
2755	5802	Naal bangalikal randu sidl ninn Mann vAaari kadaliltta teeranthe ullu ninte jappan	unknown_state
2756	61	 am a lalettan fan... but lalettane arum pokendaa... director prithviannuu	unknown_state 
2757	4734	 Ithilum valiya verupikal padam swapnagalil mathram	Negative 
2759	419	 Titles look like HOBBS'S AND SHAW'S FAST AND FURIOUS	not-malayalam 
2760	4450	 Full PIRATES OF CARIBIEN Visuals aanallo	Mixed_feelings 
2761	2639	 17k views - 123k likes is this hacking 🧐	unknown_state 
2762	4063	 Naanundu I am a katta laalettan fan	unknown_state 
2764	3699	 Great film from mega star Mammookka	not-malayalam 
2765	2226	 poster response in social media	not-malayalam 
2767	2036	 Support our FB Mobile photography page	not-malayalam 
2768	106	 E masathew 28 enna date  nalathekakan pattuvoooo ..... pattillah allew.....wait chaiyanmm  ..	Positive 
2769	1071	 Best actor film ഒരു കഥ പോലെ	unknown_state 
2770	2909	 Madhura raja Pokkiri raja  Rajadi raja Raja Manikyam Rakshasa Rajav	unknown_state 
2772	2121	 Muruka nee theernada'  ini odiyan jaalam	Positive 
2773	4061	 Ettan da 6million views L.... M..wood mohanlal	Positive 
2774	4894	 Entammo..... Kidu item. Oru rakshem illa.	Positive 
2776	1164	 Ine lucifar  loosaavum  illenkil raaja loosakkum ntammo kidu mammookka	Positive 
2777	5907	nothing but masss...making okke kidu..kadha koodi kiduvaayaal charithramaakum..	Positive
2778	5190	 adipoli ayitu undu....... nalla making ennu thonunu kanditu...... good luck to the team.	Positive 
2779	1644	 Inganethe massinde koode aa mukhavum kanichal kidukkum	Positive 
2780	369	 Prithiraje than ee pani nirthiko enthon kopile padamado	Negative 
2784	6423	Aarenkilum ithinte akathu prithvi undo ennu nokaaan vanno ??	unknown_state
2785	3152	 WAITING FOR RAJU ETTAN AND LALETTAN CONBO	not-malayalam 
2786	4839	 Trillernu vandi wait cheydhadh njan maathramaanno	unknown_state 
2787	4657	 njan nookumbol 17k views and 113k likes  Ikkade pillerude power like adikk. . . . (edited because of the increasing of likes)	unknown_state 
2788	4557	 Ettan fan aanu  Mamankathinayi katta waiting	Positive 
2789	2457	 Parayan thudangiya pande 30 varshathe karyam parayandi varum	unknown_state 
2790	4919	 Sunny chechi fans evide like adichu power kaniku🤣🤣	unknown_state 
2791	1438	 Ithu Kolakolli item Lalettan fans kathirunna padam Ith thakarkkum Lalettan fansnu aakosham mmakk pwopichadkkam	Positive 
2792	412	 Yudham Nanmayum Thinmayum thammilalla.....  Thinmayum Thinmayum thammilanu..	unknown_state 
2793	2565	 Mamankam Trailer Kandathinu shesham Lucifer Trailer kanan vannavar undo ?	unknown_state 
2794	5169	 Superb oru rakshyilla.... polli trailer	Positive 
2795	1267	 Vannu vannu avan vannuIkka love yuu	Positive 
2796	3020	 100 cr aanannu Antony parayaan paranju	unknown_state 
2797	2390	 trailar um padavum vere annello ethe ennaaa	Positive 
2798	2541	 Mammoty and unnimukunthan yemma freak alle	unknown_state 
2799	646	 Terror bgm theater ilakki marikkunna item aanenn oru soochana iam waiting	Positive 
2800	3619	 Film kandu.....Nalla movie aan dharyam ayi book cheythoolu🤗	Positive 
2801	4910	 Onnnum parayanilla... Ee onam ettan ingeduthu makkale...	Positive 
2802	3271	 Adipoli bgm and fight scenes super	Positive 
2803	5917	Guys unlike cheyyunavar Mr.Pandit fans aanue..deshyam pidichit karyamilla..	Negative
2804	5921	T series nte subscribers  6 m 7 million akkan ikka fansne kond kazhinju	unknown_state
2805	3518	 Ayyyooo ika ithil gust roll aanooo	unknown_state 
2806	556	 E trailornu unlike adicha ella oolakalkum	Negative 
2807	1724	 Trailor angott kluch pidikunilla ellavarum support cheyyu	unknown_state 
2809	284	 1 st day kazinju theatre bakki undayal mathiyayirunnu...lalettan	Positive 
2810	3006	 0:30 Theatre ilaki mariyan povunna scene 🤗🤗	Positive 
2811	673	 Inganathe oru padathin vendi aayirunnu kaathiripp...avanteyokke.. friendshipum..romanceum...chaliyum..masalayum.. kand maduth	Positive 
2812	4441	 Mammuka fans hit like Mammukayude meyvazhakam haters kaanan pokunnathe ulu	Positive 
2813	3305	 Mammoka varunathu mathram kollam bakki short film polundu	Mixed_feelings 
2814	175	 Aa thodakathile august cinemas eenu title card varumbol olla bgm Pwoli	Positive 
2815	6715	20 minutes 70k likes  151k viewer.... Just Mohanlal Thingss	not-malayalam
2817	3924	 Nammude Dileep chettane  kodukilla like	unknown_state 
2818	2713	 Ith ini Telugu padathinte dubbing anoyennu thonniyath enik mathramano?	unknown_state 
2820	4783	 0:40 indian flag ulta hai	not-malayalam 
2821	4408	 Adutha kettu manakunu. Anu Sitara kavya madavante clone alle. Ee koode abinekunevark onm oru tulli ulup tonille avo!	Mixed_feelings 
2822	2941	 @ 0:26 - Kamal Hassan. 🧐🧐🧐	unknown_state 
2824	809	 vijay sethupathi rajinikanthinte villanayapole  tovino thomas lallettante villanavumo	unknown_state 
2825	1045	 Ithinthe like kurayunnund kurachu mumb 184k undaayirunu ippol 117k ullu enthaa sambavam	unknown_state 
2826	2852	 Prayathinde peril ikkaye kaliyakunna ellaa naayinde makkalum nokkada 68 aam vayasil ninde oke thantha vcharichal pattoda ijjathi mass	Negative 
2827	2877	 Trending 1 - Lucifer Trending 2- Narendra Modi  Ar jayikum??	unknown_state 
2828	440	 Lucifer Madhurarajayekkal ishtamayavar Like . Madhuraraja Luciferineikal ishtamayavar comment Nammukku nokkam aaru jayikumennu	unknown_state 
2829	4254	 entha ....pariya      ikka polochu	Positive 
2830	844	 Adipoly . Rocking enik eshtamaayi . Adipoly . Rock on	Positive 
2833	2354	 powlichu eth vere level movie ayirikum	Positive 
2834	4027	 minister raja (raja part 3 ) enn moviek katta waiting aakunnavar like adiku	unknown_state 
2835	3646	 Mammookka  love you ikkayanu loka ithihasa nayakan kolakomban...	Positive 
2838	116	 L U C I F E R	unknown_state 
2839	1201	 Padma innaanu kande	Negative 
2842	2960	 1:20  Its not kannadan its kannadiga	not-malayalam 
2843	571	 Jayasurya MASS Look! And super trailer	Positive 
2844	2307	 Ikka uyir Akka Athukkum mele waiting for akka with ikkasunny	Positive 
2846	6171	Pirates of carriebian scenes illennu oru doubt 🤔🤔	unknown_state
2847	1845	 1:34 BG il blur aayt nikuna aal prithvi aayt thonyath nik mathranoo?	unknown_state 
2848	2126	 Mohanlal fans nte oru gadikedu Ithokke theater el poyi kaanaade	Negative 
2850	5402	Mass mohanlal...i'm from Tamil nadu madurai	not-malayalam
2851	4376	 Ingalk keralathil ivane allathe areyum kitteele abinayipikan kitteele	Negative 
2852	6729	Lalettan paranjal kanathe pattume   Lalettan ishtam	unknown_state
2853	4564	 Innanu film kanan pattiyathu... Mutheee lalettaaa.... Superb....	Positive 
2854	2409	 enthu oola trailer aanu ithu. poor dialogue delivery	Negative 
2855	2799	 Comadey aguuum  realse aytuu paryaaam	Mixed_feelings 
2856	6088	Raja soladha seyva seyyunath mattum thaan solva	not-malayalam
2857	1318	 Mamakam Hit Aavum ennulever adi makkale like	unknown_state 
2859	177	 japan ne kali aakan maathram nammal aayitilla suraj ettaa :/	unknown_state 
2860	300	 Ohhh my god... endhokke looks aanu...  onnum parayaanillaa... katta waiting lalettaa...	Positive 
2861	1516	 Happy birthday to you mammookka	not-malayalam 
2862	1356	 dayav cheyth pretham 3 irakkaruth plzzz athrank unda padamaayirnn pretham 2	Negative 
2863	4841	 Padam kandathinte shesham trailer kannunna ethra perude onne    like adiche	unknown_state 
2864	6365	Valsyam enna otta cinema kond ente hridhayathil pathinju poya megastarnu dheergayussum arogyavum nerunnu. Hbd Mammukka	unknown_state
2865	5559	തീപ്പൊരി waiting ah  raja  mammookka	Positive
2866	1681	 DIDNT ONG - BAK GET MADE ALREADY >  :-/	not-malayalam 
2868	37	 Mammoka fans and laletan fans Katta waiting	unknown_state 
2869	5864	Onnum parayanilla... 🤗🤗🤗  Lalettane kanicha ella bhagathum adhehathinte mikavu karanam ente mughathinnu  chiri marittillayirunnu.. Great great great	unknown_state
2870	522	 Super ikka  hbd our der mammukka	not-malayalam 
2872	2213	 Ellaaa ikka fansum support cheyuthaaal trailer no:1 akkaaam	unknown_state 
2873	2866	 Oru 18	unknown_state 
2875	3426	 Lalettan ishtam ഇത് 6 million cross cheyyum ennu urappullavarkk like adikkam	unknown_state 
2876	4356	 Waiting... waiting... waiting... waiting.... waiting.... waiting... waiting... waiting...	not-malayalam 
2877	6600	30 minutes more        waiting Ikka's maduraRaja	Positive
2878	210	 16 k views  55 k likes	unknown_state 
2879	6465	Kidu trailer... padam super aarikum ennadhil oru samshayom illa..all the best team HELEN	Positive
2880	89	 Oru  mikacha thriling movie aavum	Positive 
2881	6627	Ee padathine nammal vijaya gara maakkanam....	Positive
2882	6221	Pulli oru kollam etra films cheyyum🤔	unknown_state
2883	6316	Pls watch Mammokka	unknown_state
2885	233	 oru rakshayum illlla. orappicho muruga ninte mukalilekkk oru asuravithinte idivettu entry kathninnooo 100 crore club  adichaaaaaach	Positive 
2886	790	 Mammooka polikum asifikka yude oru guast roll ഉണ്ട് athinum katta waiting	Positive 
2887	1817	 Havy Trailer enikkoru 10 like  Tharp	Positive 
2888	4350	 Marana  mass  ikkkaaa	Positive 
2889	796	 Dislike adicha....... Kal poyi 1080 p itte kaanada naayikkale	Negative 
2890	85	 3 millon views 208 k likes	not-malayalam 
2891	2346	 E pasdam kanaan katta waiting cheyyunnavar	Positive 
2892	3722	 Uff kidilam oru ethum pediyum kittanilla story nthayirikkumenn 5vare Kath irikkanamallo katta waiting	Positive 
2894	965	 Erangana mumb 285 dislike ejjayi mayrol	Negative 
2895	5239	 Sire unda vannille...? SI Mani : Undem illa oru andiyum illa. In theater 🤣🤣🤣	unknown_state 
2896	4137	 Itthu Pokkiri Rajaude athava Pulimurguan ennte 2 aam baagamo.	Mixed_feelings 
2898	3838	 Adipoli Trailer.......   parayaan Vaaakkilaa  Lalettan fans like here	Positive 
2899	2619	 Aduta 200 Cr club movie for lalattan	Positive 
2900	4935	 Mamangathinte charithram ariyendavark e linkil keri nokkam.	unknown_state 
2901	2677	 Introduction scenil ulla aale manassilayavar undo	unknown_state 
2902	2698	 Madhura Raja 100cr Tribute Video    Like.. subscribe	not-malayalam 
2904	2775	 Innale 9.30n kandu 154k aayrunnu views  Now....	unknown_state 
2905	5299	 4 million +  Adichu polikada makkale	Positive 
2906	679	 International schoolil padikkunnavar dha ivide unnu amarthikke	unknown_state 
2908	1993	 EMPURAANum ithum koodi orumichu release cheyyanam.... Pwoliyarikkum.	Positive 
2909	4885	 Love u ikka u are legend  proud to be a ikka fan  Kiddalan trailer 🤩🤩	not-malayalam 
2911	1783	 Any  jayasurya Anna fan like here from Tamilnadu	not-malayalam 
2913	6130	Fdfs kerunnavr adikk stephen nedumballikk like ..... ettan kolakolli mass.... with class	Positive
2914	1665	 Padam iragan eni thivasagal mathram katta waiting	Positive 
2915	3616	 Guest role aanu ..athinu eni valiya thallu venda....	Negative 
2917	2412	 Yessss the Lion returnzzzzz...kattaa waitingggg ikkkaaaaa	Positive 
2918	4117	 Neerali lifetime views...  800K V 29K likes 1.9 K cmnts	unknown_state 
2919	5073	 Raja is back	not-malayalam 
2920	4711	 50. KHURESHI. Abraham khureshi ano udheshiche ettan uyir	unknown_state 
2921	421	 Ikka muthanu ...prayam koodunthorum kooduthal monjan......	Positive 
2922	2156	 Katta lallettan fana..ennalum trailer Kollam variety ayitund.nice bgm....	Positive 
2923	2408	 Njagade lalettanum manju  chechiyum kolamass jodi annu.	Positive 
2924	1430	 Kaaneda പിള്ളേരെ..  100K Views & 34K Likes in 5 Minutes  60K likes in 15 Minutes	unknown_state 
2925	4212	 1:39 .... bhaaki ullarakh ath punch...njangal wwe fansin ath superman punch!!!	Positive 
2926	3818	 Padam kand kazhinjathin shesham vannavar like adikk	unknown_state 
2927	4021	 Vishnu avatharam Narasimham vannu .. Ini veranullathu avanaaa Kalkiii	unknown_state 
2928	4622	 Unlike cheyyunavarde annakkil adich kodukana item	Mixed_feelings 
2929	654	 PazhKkam koodubol veeryam koodunna veenanu ikka	Positive 
2930	5607	Ithokka Malayalam cinemayk maathram avakashapedan pattunna cinemakal aan	Positive
2931	5603	Dislike adikan vanna haters ithe ningak patiya area alla ninteyoke rayaye kandam vazhi oodicha trailer aaan @£ucifer#loading	Negative
2932	2551	 Njn oru 8 thavanayengilum kanditundagum Sathyam athrakkum oru ishtapett poi trailer  Tnx rajuveta	Positive 
2933	4245	 mmale naattil degradarsinu oru kaalathhum kammi undaakilla...athaan nammala naadinte main shaapam	Negative 
2934	3525	 Marana maaas ....I am waiting for odiyan	Positive 
2935	1981	 Mammookka polikkum enn urappullavar adi like. Njn like adikkunnuuu	Positive 
2936	630	 Oompitharam alle mr. Producer.	Negative 
2937	6417	Deivame ith 2 manikkooril nilkkooo.Aarekooyaanithil.ho myaaarakam.Lalettan kiiiiii.🤠	Positive
2938	6230	Appo raja inte anniyan prithviraj avide?	unknown_state
2939	3506	 Facebook trailer kandu youtube trailer kandavar like here	unknown_state 
2940	4957	 dislike adichavanokkkae onnu poi potty karanjukoodae...	Negative 
2941	4001	 Happy bday Mega Star Mam mookkaaaaa	not-malayalam 
2942	2678	 malayala cinima ellam hollywood level ayo oh my god	Positive 
2943	5407	Cinema kandathinu shesham trailer kanunna arelum ondo	unknown_state
2944	51	 Eth oru onnonnara padam aavum enn urappullavar like adi	Positive 
2945	414	 Views 25k aayitolu.. but like 77k  youtubine vattayo...	unknown_state 
2947	3440	 Oru ikka fan aaya enne vare eattan fan aakkiya movie	Positive 
2948	962	 Ntemmo... Romam eneett ninn dance kalikkunn.. Rajaaaa return	Positive 
2949	2312	 Ninglu kuttam paranjooo... But music pwoli aanuu gopi annan mass	Positive 
2950	222	 njaghalu katta waiting aanu...nov 21 aavunnillallo ennoru pbm	Positive 
2951	672	 FDFS locked ഒറ്റ പേര് Megastar Mamookka	Positive 
2953	5537	We are RAVANAN FAMILY ...Kollan Padilla	not-malayalam
2954	2854	 Achaayaan poliyaatto...   kolamaasss Kalki 🥰	Positive 
2956	1955	 Bgm nalla parijayam undallo...evidunnalem saggathi polichu	Mixed_feelings 
2957	967	 Padam verum oru below average Lucifer like oombiya Padam aakum enn orappullavr c'man!!!!	Negative 
2958	3207	 Naalu Bengalikal chernnu valichu kadalil ittal theeravunnathe ullu ninte Japan.	unknown_state 
2959	2377	 Jayettanu eduthal pongayha role aan...next idi	Positive 
2960	2013	 Arjun Reddy trailer bgm ayitu samyam undoo🤔🤔🤔🤔🤔	unknown_state 
2961	1233	 By the by  Prithviraj &suraj ??	not-malayalam 
2962	6070	Trailer kidu kidu pakshe movie athippol kandariyaam	Mixed_feelings
2963	5152	 Dislike adichavanmar madhura rajayude karyam onnu orthu vechoo	Negative 
2964	4150	 Dislike adicha pannikale Theater il kanada	Negative 
2965	873	 Innu urangaathe naalayavan veendi wait cheyyunnavar	unknown_state 
2966	5085	 Appazhe.. inni aa KGF tone kude kayattiyal KGF 2 aayi..	unknown_state 
2967	1134	 6k likes kudi kittyal jimikki kammal song 100m aakan pattum.. Laletan fans vijaricha ethan pattana onnanu...	unknown_state 
2968	1625	 കൊല കൊല്ലി Item....Laletta.. Big salute to Raju ettan.. Lucifer	Positive 
2969	820	 aarum parayilla pirats of caribian parts allann	unknown_state 
2970	3516	 Mammmukkkkaa pwoly ! Bike stunt isto undegil vaa makkkle nammle chanlot !	Positive 
2971	534	 Mamangam oru mamangamaayi thanne kondadum... great	Positive 
2973	776	 172k view 172k likes.....Evil To Evil....	not-malayalam 
2974	5671	Evideyekeyo oru pulimurugan background thonniyavar like adi	unknown_state
2975	6244	All Kerala. Mohanlal fans like meee	not-malayalam
2976	4395	 Kandittum kandittum mathiyavanilladoooo.... Endutta mothal ithu....  Devil rules  Stephen nedumballi rules  Ettan rulesssss 🤩	Positive 
2977	6284	Rajakannmar padanaiykum	unknown_state
2978	1850	 Dislike adikunavanmaruda oru thandakku vili varavu vechakke	Negative 
2979	896	 Ethentha (Telugu movie)vikranadithya Malayam version ano	unknown_state 
2980	2916	 Hang ayo	unknown_state 
2981	324	 Ithu polulla padam ikkanekkonde abhinayichu kanikkan pattu	Positive 
2982	1702	 Trending Trending Trending.........  Mamangam goes on viral	not-malayalam 
2983	2750	 Promo kand kili poya le njaan	unknown_state 
2984	3061	 Watch #OreVidhi #Malayalam #Shortfilm  -	unknown_state 
2985	2794	 Ith kelkumbo kilichundan mambazam orma verunnu	Mixed_feelings 
2986	3115	 Peranbinu shesham raja 2 diffrence character mamookaada ഇതാടാ നടൻ ഇതവണമട  നടൻ  mamooka	Positive 
2987	3050	 Pakahe prithivraj evide poyi? Pokirirajail undayirunuallo...???	unknown_state 
2988	4093	 Trailer undakiyarithi valare mosham ann. Ith kanumbol enik oru feelum vannilla.	Negative 
2989	2749	 A like like to sorry to god     (y)  -_-	not-malayalam 
2990	3490	 Evide mamookka yude fans undo undankil like adi	unknown_state 
2991	1211	 E... Nanjankottayil aarudeyumkanneroppan vannavanalla njan... Ennal karayikunnavanteyokkry Tala njan adichupolikum...   Kidu kidu kidu mass punch dialouge....	Positive 
2992	777	 trailer cristiano ronaldo version...  Nice edit	not-malayalam 
2993	2710	 Vivek Oberoik dub chaiythirikunath nammade Vinneth chettan aanalo	unknown_state 
2994	87	 Which trailer you like more.  1. #Mamangam  2. #Panipat	not-malayalam 
2995	8	 heavy mass	Positive 
2997	2981	 Njan padam kandu....kidukachi padam .....ellaarum ee padathe Patti negatives mathram parayunnu...I don't know why....any I lived this movie	Positive 
3000	5386	 Mammuka happy birthday stay blessed live long padam pollikum nammal kallakum🤩	Positive 
3002	6187	Panangad karu und engil like adikuuu	unknown_state
3003	1522	 0:27 trailer ലെ mass dialog	Positive 
3004	2990	 Vannu nammude mwuth John Abraham Palakal	Positive 
3006	5082	 Like gopi s said bgm 's are heavy	not-malayalam 
3007	6703	THE FACE OF INDIAN CINEMA Mammookkaaa	not-malayalam
3008	1113	 Padam kand hype adich trailer kanan vannavar like adichey nokkattey	unknown_state 
3009	5541	Edak edak vannu views nokunavar evide like adik.  #Lalettan #Prithiviraj	unknown_state
3010	1419	 Ithu pole bgm ulla mass trailer ithu vare iragiyittila .	Positive 
3011	6476	ente ponnu lalettaa after narasimham  ithaanu padam!	Positive
3012	4090	 Vamban hope chaidu vannadellam potti polijatte olle	Negative 
3014	5373	 Njan vicharichath athra migacha  kadha undagillennan. But nalla oru kadha undenn manassilayi	Positive 
3016	2191	 Koora padam urappa kandal aryam.. Hello	Negative 
3017	742	 Komban misha avasan senti Aaaa ha anthas	Mixed_feelings 
3018	3417	 Le abhram khureshi: Ith enne aanu enne thannannu enne mathramanu	unknown_state 
3019	2830	 Mass ennu paranja otta vakkeyollu ath mammookka!!!	Positive 
3020	6032	Enthayalum Nov 21 nu thanne kananam	Positive
3021	4830	 Malayala cinemaye Indian film industry il uyarthiya mass thriller 'Lucifer'	Positive 
3022	3089	 Ippo time 2:34 am... Kannunavar	unknown_state 
3023	5674	nammal  triple strong alla    athukkum mele  lalettan da  ......................... <3<3<3<3	Positive
3024	1769	 Mohanlal=manju Manju=mohanlal  #manju kanji kodukendi verumo??  Lalletta aduttha filmilengilum nadiye mattane plzzz.. Illengil kanji orappa!	Negative 
3025	2154	 trailer verunnathinu munpu dislike cheythavarkkum ikka hatersintem nenju thulakkunna unda  ayirikkum eee film ennu urapp ollavar adi like	unknown_state 
3026	1106	 ethinu okkae dislikes adicha Prajanda kunju ghalae nighalkku uluppundo.	Negative 
3027	619	 Love from tamilnadu Mohanlal evergreen star	not-malayalam 
3028	511	 Ndh kadippada 13k dislike adichavark.. Nallath kanda nallathenne parayanm.... Atra chorinnindanki valla mullu murikinm ker myrole	Positive 
3029	1931	 Hey Lucifer Bai inn etra pere konnu? Like kgf	unknown_state 
3030	267	 mammookkayude scenes pause cheytu kandavar arokke undu	unknown_state 
3032	2778	 10 - 30 kollathe charithram ariyaan aayi..  katta waiting cheyyunavar ..... KERI... LIKE ADIKKADA MAKKALE.......	Positive 
3033	2812	 100 crores? Madhura Raja or Lucifer comment please	not-malayalam 
3034	3799	 Petrol vila karanam raja cycilil. polichu!!!!!	Positive 
3035	3337	 Trailer waiting katta waiting like adi......... Mammookka fans hit like	unknown_state 
3036	921	 Katta waiting  By a katta ettan fan	not-malayalam 
3037	209	 Odiyan 2D Animated trailer	not-malayalam 
3038	3613	 Mass pora..lag anu alo... trailer um padavum...be careful	Negative 
3039	2997	 Nammade laletttante LUCIFER anu athukum mele  LALETTAN FANS LIKE HERE	Positive 
3041	3894	 Prithwi raj  00:57    01:01   2:19	unknown_state 
3042	5466	HISTORY OF PAIN    HISTORY OF HOPE    HISTORY OF AN ERA    HISTORY OF THE BRAVE	not-malayalam
3043	1929	 Ente Peru Chodikkaathe eduthathil paribhavamilla ketto..  Cinema super aanenn trailer kandappol thanne manassilaayii	Positive 
3044	3884	 Heavy..Mass & Clas...cudos team Lucifer... Laalettaa ingalu Muthaanu...Double Role Aanu Makkale......	Positive 
3045	5523	Lalettan kidu Raju Etta super trailer	Positive
3048	6110	What a making man.. awesome	not-malayalam
3049	1315	 Unlike adicha mammunni fansinu irikkatte oru kuthirapavan	Negative 
3050	4007	 Dislike adichavarokke  ith okke kanditt engane dislike adikkaan saadhikunnu uvve	unknown_state 
3051	4855	 Kandathil vech mungiya pdam  Rating 1.1/5	Negative 
3053	6564	Odiyante Odi vidya thudangi makkale...Murugaaa ne sherikum theernu	Positive
3055	4900	 Raja Alla devil .......devil king  LUCIFER	unknown_state 
3056	1745	 Ikkante mathram pilear undangilkayy adikada...	unknown_state 
3057	5220	 Eth Laloonikkada Kazhapp thu............trailer mumpe Dislike	Negative 
3058	3382	 Eth kandapoll SLR gun manasilayavar PUBG kalyikkunavar ayirikkum	unknown_state 
3059	2862	 Polichhhh malayala cinema vera level aakuvanallo... eni lalettan marakar	Positive 
3060	6726	Durantham poojapura jimittolikal dislike aayi irangeetund..haha	Negative
3061	3321	 Mammokkaye snehikunnavar Ivide like addi	unknown_state 
3062	2054	 Screen presence il mass kanikaan mammukka kazhinjitte mattaarum	Positive 
3063	5310	 Only 192k views... (11 pm) പക്ഷെ 190k like... 19k  dislike... ഇത് എങ്ങനെ...... 150k like paid അല്ലെ	unknown_state 
3064	1313	 Trending No . 1. Varanam jayettan daaaaaaaaaaa	Positive 
3065	431	 Odiyanil poya pratheeksha luciferin thannekkua ....Etta....minnichekkane .	Positive 
3066	1877	 Ithu vere level aane makkale.	Positive 
3067	5041	 Arkelam pulimurugan trailer touch polee thoniii?thoniyavr like adiku	unknown_state 
3068	3790	 Ee cinemayke katta wait cheyyunnavarke like adikkam	unknown_state 
3069	6678	Lalettan poli etra Kali kandath odakathe EE kalikudi veno	unknown_state
3070	3601	 entammachiii... njaan Mammoottykkaane kaanaan vendi maathramaanu ee trailer kandathu...	unknown_state 
3071	531	 Arenkilum oru karayam sredhicho narasimham film ile bgm  puthiya rupathilakki	unknown_state 
3072	489	 Meraa ghar west bungal i love mammookka	not-malayalam 
3073	3691	 entho missing aanu	Mixed_feelings 
3074	6649	adipoli...oru pulimurugan effect....but kuzhpm ilaa ..............mammookkaa	Positive
3076	5377	 Raja yude team oru like adiche	unknown_state 
3078	746	 Nale odiyan kanan pokunnavar like adi makkale	unknown_state 
3079	4529	 mammootty anna telugu ārādhakar iviṭe iṣṭappeṭunnu	Positive 
3080	1620	 Oh my god ! What a trailer ..	not-malayalam 
3081	2044	 Marana mass kettitellu. Eppam kandu.  Prithi & lalettan combo polikuumm	Positive 
3082	1489	 Ente ponnnnoooooo.... Vere level	Positive 
3083	6035	Ikkayude aaa varavu kandittu box office theernnanna thonnunne	Positive
3084	3135	 Madhuraraja trailer kandathinu shesham Ivide vannavar Like adi	unknown_state 
3085	4340	 Engane ulla filims venamm..kooduthal mass onnum venda... Simple but powerfull..	Positive 
3086	3962	 Pk ramdas enna vannmaram veenu pakram aaru?STEPHEN NEDUMPALLI	unknown_state 
3087	804	 Mammooka nammale ellavarem pattikuka aan...ingerk praayam 68 onnum alla	unknown_state 
3088	1607	 Pwoli padam Vijay Sreenivasin vijayashamsagal nerunnu	Positive 
3089	1719	 Idhentha Views koodath lle. Madhuraraja okke idhillum speedil eppezho kadann poyi.....	unknown_state 
3090	3364	 Kanditt...climax pulimurugan effect pole anenn thonunn...kuttam parnaje alla friends...daddy girija und..pinne aa shots ellam pulimurugan trailerilum und..	Mixed_feelings 
3091	6635	KFC nte freezer yil Helen pett povnnathaan kadha	unknown_state
3092	1033	 Body 68 vayassulla oru manushyan	unknown_state 
3093	3134	 Makkalee boxoffice pottitherikkan pokunnu.. katta waiting	Positive 
